epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
119,3449.2,1.26997,0.51169,0.73164,0.99504,0.95798,0.99354,0.70197,0.77675,0.35803,0.66172,0.0012212,0.0012212,0.0012212
120,3477.92,1.24006,0.48757,0.72887,0.98297,0.97001,0.99318,0.67993,0.72395,0.37806,0.65936,0.0012146,0.0012146,0.0012146
121,3506.76,1.17532,0.49707,0.71363,0.98472,0.97479,0.9937,0.69726,0.77001,0.38337,0.66319,0.001208,0.001208,0.001208
122,3535.68,1.21112,0.48295,0.74596,0.99696,0.97479,0.99419,0.68793,0.79204,0.37523,0.66227,0.0012014,0.0012014,0.0012014
123,3564.26,1.22075,0.47648,0.73209,0.97811,0.94958,0.99227,0.70685,0.76464,0.35329,0.65734,0.0011948,0.0011948,0.0011948
124,3593.21,1.23306,0.48923,0.7348,0.98189,0.96639,0.99296,0.71069,0.77095,0.34773,0.66146,0.0011882,0.0011882,0.0011882
125,3622.19,1.27265,0.49478,0.74982,0.98311,0.97826,0.99351,0.70359,0.7098,0.35358,0.6571,0.0011816,0.0011816,0.0011816
126,3650.8,1.17952,0.47591,0.72935,0.97759,0.97479,0.9937,0.7034,0.7318,0.3748,0.65802,0.001175,0.001175,0.001175
127,3679.48,1.16014,0.47294,0.73659,0.97476,0.97376,0.99323,0.69832,0.7818,0.35433,0.66281,0.0011684,0.0011684,0.0011684
128,3707.92,1.15759,0.47825,0.71883,0.99449,0.96639,0.99417,0.69813,0.77209,0.37302,0.66253,0.0011618,0.0011618,0.0011618
129,3736.88,1.2272,0.50048,0.71472,0.99983,0.98319,0.99422,0.7041,0.7607,0.35679,0.6662,0.0011552,0.0011552,0.0011552
130,3765.49,1.17829,0.47378,0.71857,0.98209,0.9916,0.99398,0.70704,0.71463,0.35774,0.66069,0.0011486,0.0011486,0.0011486
131,3794.05,1.22711,0.50804,0.72615,0.97505,0.9852,0.99381,0.69181,0.77495,0.34787,0.65882,0.001142,0.001142,0.001142
132,3822.61,1.22447,0.50032,0.7444,0.96673,0.97679,0.99285,0.6957,0.74854,0.36558,0.66151,0.0011354,0.0011354,0.0011354
133,3851.07,1.22886,0.51675,0.73506,0.96669,0.97541,0.99358,0.71133,0.73119,0.35233,0.65961,0.0011288,0.0011288,0.0011288
134,3879.41,1.21126,0.48572,0.71981,0.99151,0.98128,0.99375,0.7105,0.73627,0.3625,0.65989,0.0011222,0.0011222,0.0011222
135,3908.33,1.22714,0.47985,0.72058,0.99145,0.9746,0.99254,0.69889,0.76459,0.36974,0.66085,0.0011156,0.0011156,0.0011156
136,3937.12,1.16864,0.48559,0.72251,0.9748,0.97504,0.99341,0.7033,0.74125,0.36391,0.65906,0.001109,0.001109,0.001109
137,3965.7,1.15091,0.46834,0.72637,0.99191,0.96639,0.99442,0.70973,0.7444,0.35455,0.65916,0.0011024,0.0011024,0.0011024
138,3994.67,1.21011,0.49681,0.72571,0.97363,0.9307,0.99074,0.70141,0.74152,0.37714,0.66075,0.0010958,0.0010958,0.0010958
139,4023.43,1.16417,0.45956,0.72662,0.98283,0.96186,0.99315,0.69741,0.7208,0.35965,0.65923,0.0010892,0.0010892,0.0010892
140,4052.36,1.17172,0.47483,0.72471,0.98299,0.97145,0.99328,0.69642,0.73025,0.40399,0.65576,0.0010826,0.0010826,0.0010826
141,4081.96,1.23313,0.50165,0.7492,0.99105,0.93085,0.99012,0.70828,0.73936,0.4224,0.65762,0.001076,0.001076,0.001076
142,4110.89,1.20763,0.4975,0.71963,0.99521,0.92437,0.9909,0.70404,0.76788,0.46396,0.66347,0.0010694,0.0010694,0.0010694
143,4139.6,1.18674,0.47575,0.72376,0.97437,0.95852,0.99083,0.71406,0.77877,0.43389,0.66186,0.0010628,0.0010628,0.0010628
144,4167.98,1.13227,0.47043,0.69777,0.98222,0.94118,0.99102,0.68125,0.79911,0.44804,0.6632,0.0010562,0.0010562,0.0010562
145,4196.37,1.16309,0.46559,0.73978,1,0.9721,0.99458,0.69845,0.77568,0.39007,0.65928,0.0010496,0.0010496,0.0010496
146,4225.01,1.20453,0.49225,0.75991,0.9765,0.96639,0.99282,0.70876,0.74285,0.38286,0.65825,0.001043,0.001043,0.001043
147,4253.6,1.19651,0.48992,0.70664,0.97208,0.96639,0.99307,0.72295,0.75493,0.41232,0.65796,0.0010364,0.0010364,0.0010364
148,4282.4,1.15954,0.48789,0.72074,0.97451,0.96401,0.98341,0.69774,0.77525,0.47818,0.66204,0.0010298,0.0010298,0.0010298
149,4311.32,1.19637,0.48869,0.72541,0.94735,0.98319,0.9903,0.72695,0.72526,0.42516,0.65857,0.0010232,0.0010232,0.0010232
150,4340.24,1.13188,0.46644,0.7165,0.96627,0.97479,0.99282,0.71672,0.77669,0.36927,0.66054,0.0010166,0.0010166,0.0010166
151,4369.03,1.12981,0.46536,0.70666,0.97975,0.97479,0.99297,0.69447,0.78877,0.38194,0.66533,0.00101,0.00101,0.00101
152,4397.78,1.16222,0.47013,0.71738,0.98533,0.96639,0.99338,0.70315,0.75613,0.38638,0.66015,0.0010034,0.0010034,0.0010034
153,4426.34,1.13298,0.46305,0.72333,0.9537,0.95798,0.99081,0.70594,0.76237,0.3817,0.66062,0.0009968,0.0009968,0.0009968
154,4454.91,1.19741,0.49548,0.72844,0.95784,0.95452,0.99007,0.71056,0.747,0.4407,0.65784,0.0009902,0.0009902,0.0009902
155,4483.36,1.12877,0.45235,0.71822,0.94534,0.96639,0.99138,0.69524,0.77328,0.39253,0.66084,0.0009836,0.0009836,0.0009836
156,4512.3,1.16211,0.46335,0.72491,0.98168,0.94958,0.99041,0.70278,0.77472,0.43889,0.66159,0.000977,0.000977,0.000977
157,4541.14,1.12735,0.48599,0.72735,0.92656,0.9542,0.98792,0.69645,0.78305,0.41313,0.6614,0.0009704,0.0009704,0.0009704
158,4570.2,1.14564,0.4923,0.7014,0.9428,0.94118,0.98815,0.71352,0.74528,0.41035,0.66015,0.0009638,0.0009638,0.0009638
159,4599.18,1.17846,0.51551,0.72916,0.95728,0.93277,0.98674,0.68965,0.8158,0.45942,0.66586,0.0009572,0.0009572,0.0009572
160,4628.21,1.18858,0.48964,0.72714,0.96115,0.94958,0.98854,0.69451,0.78272,0.42259,0.66073,0.0009506,0.0009506,0.0009506
161,4657.02,1.18333,0.47959,0.73547,0.94544,0.95798,0.97942,0.70278,0.75496,0.5193,0.66116,0.000944,0.000944,0.000944
162,4686.22,1.17271,0.47321,0.72893,0.95657,0.97479,0.97657,0.70342,0.74679,0.49892,0.65996,0.0009374,0.0009374,0.0009374
163,4714.87,1.14013,0.47008,0.72743,0.96679,0.97854,0.98304,0.70221,0.7545,0.49607,0.65883,0.0009308,0.0009308,0.0009308
164,4743.68,1.16954,0.45829,0.71749,0.9497,0.94958,0.98876,0.70756,0.71198,0.42548,0.65843,0.0009242,0.0009242,0.0009242
165,4772.9,1.16539,0.49766,0.72739,0.94974,0.95272,0.98752,0.70402,0.73438,0.44704,0.65725,0.0009176,0.0009176,0.0009176
166,4801.7,1.15327,0.47007,0.73693,0.98562,0.94118,0.9918,0.72259,0.72215,0.40361,0.65825,0.000911,0.000911,0.000911
167,4830.31,1.14538,0.46185,0.71325,0.96998,0.96639,0.99253,0.70197,0.7398,0.44134,0.65894,0.0009044,0.0009044,0.0009044
168,4858.72,1.19535,0.47876,0.74249,0.98305,0.9749,0.99322,0.70042,0.76287,0.38276,0.66124,0.0008978,0.0008978,0.0008978
169,4887.06,1.14277,0.48756,0.7097,0.95518,0.98319,0.99282,0.7007,0.74698,0.40125,0.66105,0.0008912,0.0008912,0.0008912
170,4915.67,1.11527,0.47069,0.71678,0.98198,0.91568,0.98812,0.70976,0.76172,0.42791,0.66058,0.0008846,0.0008846,0.0008846
171,4944.09,1.16447,0.47929,0.72059,0.94943,0.96639,0.97298,0.69579,0.76,0.61136,0.66131,0.000878,0.000878,0.000878
172,4972.75,1.13809,0.48355,0.71155,0.96632,0.96428,0.98957,0.71544,0.71938,0.5212,0.66008,0.0008714,0.0008714,0.0008714
173,5001.78,1.16957,0.46913,0.72762,0.96396,0.97479,0.99037,0.70782,0.74028,0.52633,0.65947,0.0008648,0.0008648,0.0008648
174,5030.43,1.16535,0.48254,0.72543,0.9435,0.96639,0.98808,0.72418,0.74476,0.50636,0.66205,0.0008582,0.0008582,0.0008582
175,5059.04,1.11636,0.46325,0.72123,0.95435,0.96639,0.97489,0.689,0.74235,0.50717,0.66084,0.0008516,0.0008516,0.0008516
176,5087.61,1.18595,0.50059,0.72798,0.93514,0.98319,0.9666,0.66452,0.76374,0.52984,0.66204,0.000845,0.000845,0.000845
177,5116.36,1.11029,0.49116,0.72248,0.94865,0.97479,0.96121,0.66509,0.74925,0.56485,0.66139,0.0008384,0.0008384,0.0008384
178,5145.02,1.1787,0.48604,0.73032,0.95082,0.97487,0.99076,0.70344,0.772,0.46793,0.65888,0.0008318,0.0008318,0.0008318
179,5173.85,1.15203,0.4772,0.71754,0.96387,0.97479,0.98181,0.70255,0.72283,0.49809,0.65927,0.0008252,0.0008252,0.0008252
180,5202.49,1.1526,0.48505,0.71562,0.95719,0.93939,0.98999,0.70602,0.7375,0.46176,0.66134,0.0008186,0.0008186,0.0008186
181,5231.81,1.1957,0.48879,0.73121,0.94326,0.97792,0.98184,0.70197,0.73987,0.47372,0.66223,0.000812,0.000812,0.000812
